,title,year,hour,time,type
704,xtinemay,2013,4,43748,like
705,onedirection,2013,4,43729,like
706,justgirlythingsxx,2013,4,43642,like
707,onedirection,2013,4,43555,like
708,samonstage_lyrics,2013,21,213225,like
709,someinfinites,2013,21,213208,like
710,theresacarstairs,2013,21,213131,like
711,theresacarstairs,2013,21,213128,like
712,theshadowhunt,2013,21,213126,like
713,theresacarstairs,2013,21,213121,like
714,tumblrappsecrets__,2013,21,213111,like
715,theresacarstairs,2013,21,213106,like
716,harrystiels,2013,21,213006,like
717,samonstage_lyrics,2013,21,212949,like
718,rickydillon,2013,21,212906,like
719,theshadowhunt,2013,21,212837,like
720,tomlinhq,2013,21,212814,like
721,rue21,2013,21,212809,like
722,forever21,2013,19,194242,like
723,xtinemay,2013,19,191901,like
724,theresacarstairs,2013,19,191505,like
725,theinitiatesbucketlist,2013,18,183925,like
726,ikisspayne,2013,18,181513,like
727,ikisspayne,2013,18,181356,like
728,ikisspayne,2013,18,181353,like
729,ikisspayne,2013,18,181340,like
730,ikisspayne,2013,18,181333,like
731,ikisspayne,2013,18,181250,like
732,ikisspayne,2013,18,181241,like
733,ikisspayne,2013,18,181224,like
734,ikisspayne,2013,18,181218,like
735,ikisspayne,2013,18,181204,like
736,ikisspayne,2013,18,181131,like
737,ikisspayne,2013,18,181105,like
738,ikisspayne,2013,18,181056,like
739,darcytheflyinghedgehog,2013,18,180925,like
740,iamlilbub,2013,18,180917,like
741,justinbieber,2013,18,180817,like
742,justinbieber,2013,18,180811,like
743,justinbieber,2013,18,180805,like
744,justinbieber,2013,18,180758,like
745,justinbieber,2013,18,180754,like
746,theresacarstairs,2013,16,160639,like
747,theresacarstairs,2013,16,160632,like
748,theresacarstairs,2013,16,160629,like
749,theresacarstairs,2013,16,160608,like
750,theshadowhunt,2013,4,40116,like
751,ladyoferudite,2013,4,40043,like
752,harrystiels,2013,4,40006,like
753,xtinemay,2013,1,11634,like
754,rickydillon,2013,1,11630,like
755,forever21,2013,1,11538,like
756,harrystiels,2013,1,11530,like
757,mortalmovie,2013,1,11523,like
758,tomlinhq,2013,1,11428,like
759,imaginedragons,2013,0,1437,like
760,rickydillon,2013,0,1424,like
761,someinfinites,2013,22,225934,like
762,xtinemay,2013,22,225801,like
763,theshadowhunt,2013,22,225608,like
764,justgirlythingsxx,2013,22,225606,like
765,ladyoferudite,2013,22,225529,like
766,sophieelgort,2013,22,225524,like
767,xtinemay,2013,22,225517,like
768,theshadowhunt,2013,22,225509,like
769,heyitsannabanana,2013,21,215014,like
770,theresacarstairs,2013,21,214457,like
771,theresacarstairs,2013,21,214438,like
772,ladyoferudite,2013,20,203918,like
773,someinfinites,2013,20,203854,like
774,ladyoferudite,2013,20,203851,like
775,theshadowhunt,2013,20,203839,like
776,rickydillon,2013,20,203837,like
777,rue21,2013,20,203822,like
778,theresacarstairs,2013,20,203818,like
779,theresacarstairs,2013,20,203812,like
780,theshadowhunt,2013,20,203809,like
781,theshadowhunt,2013,20,203804,like
782,teddysphotos,2013,20,203736,like
783,theresacarstairs,2013,20,203719,like
784,connorfranta,2013,20,203716,like
785,theresacarstairs,2013,20,203712,like
786,forever21,2013,20,203639,like
787,harrystiels,2013,20,203635,like
788,ladyoferudite,2013,19,191942,like
789,bethanynoelm,2013,18,180200,like
790,rue21,2013,18,180156,like
791,puredauntless,2013,17,174041,like
792,vlogbrothers_,2013,17,174012,like
793,jam_hutcherflin,2013,17,173944,like
794,divergentfangirls,2013,17,173915,like
795,divergentfangirls,2013,17,173859,like
796,ladyoferudite,2013,17,173836,like
797,theresacarstairs,2013,17,173830,like
798,theinitiatesbucketlist,2013,17,173642,like
799,theresacarstairs,2013,17,173637,like
800,samonstage_lyrics,2013,17,173635,like
801,theshadowhunt,2013,16,164923,like
802,theshadowhunt,2013,16,164907,like
803,justgirlythingsxx,2013,16,164904,like
804,theshadowhunt,2013,16,164829,like
805,harrystiels,2013,1,11802,like
806,harrystiels,2013,1,11717,like
807,harrystiels,2013,1,11707,like
808,harrystiels,2013,1,11700,like
809,harrystiels,2013,1,11634,like
810,harrystiels,2013,1,11628,like
811,harrystiels,2013,1,11625,like
812,harrystiels,2013,1,11613,like
813,harrystiels,2013,1,11554,like
814,harrystiels,2013,1,11549,like
815,harrystiels,2013,1,11533,like
816,harrystiels,2013,1,11526,like
817,harrystiels,2013,1,11517,like
818,harrystiels,2013,1,11504,like
819,harrystiels,2013,1,11438,like
820,harrystiels,2013,1,11421,like
821,harrystiels,2013,1,11412,like
822,samonstage_lyrics,2013,19,191639,like
823,samonstage_lyrics,2013,19,191626,like
824,samonstage_lyrics,2013,19,191600,like
825,samonstage_lyrics,2013,19,191531,like
826,samonstage_lyrics,2013,19,191520,like
827,samonstage_lyrics,2013,19,191514,like
828,samonstage_lyrics,2013,19,191447,like
829,samonstage_lyrics,2013,19,191442,like
830,samonstage_lyrics,2013,19,191407,like
831,samonstage_lyrics,2013,19,191404,like
832,samonstage_lyrics,2013,19,191342,like
833,rickydillon,2013,2,24553,like
834,laureneis,2013,1,12833,like
835,laureneis,2013,1,12817,like
836,laureneis,2013,1,12807,like
837,nailsartest,2013,0,2723,like
838,fangirl_till_i_drop,2013,0,2710,like
839,fangirl_till_i_drop,2013,0,2625,like
840,fangirl_till_i_drop,2013,0,2615,like
841,heyitsannabanana,2013,0,2605,like
842,littlemissnorthwest,2013,0,2557,like
843,ladyoferudite,2013,0,2533,like
844,someinfinites,2013,0,2454,like
845,booknook_,2013,0,2447,like
846,harrystiels,2013,0,2350,like
847,fangirl_till_i_drop,2013,0,2342,like
848,louteasdale,2013,0,2114,like
849,fangirl_till_i_drop,2013,17,173818,like
850,booknook_,2013,17,173612,like
851,dauntlesspotterjay,2013,17,170322,like
852,theresacarstairs,2013,17,170254,like
853,justgirlythingsxx,2013,17,170206,like
854,louteasdale,2013,16,162935,like
855,ladyoferudite,2013,5,54102,like
856,polerstuff,2013,5,52023,like
857,fangirl_till_i_drop,2013,23,234648,like
858,rickydillon,2013,23,234622,like
859,booknook_,2013,23,233013,like
860,booknook_,2013,23,233010,like
861,thepansycake,2013,23,232837,like
862,booknerdsunite,2013,22,220621,like
863,mortalmovie,2013,22,220156,like
864,dauntlesspotterjay,2013,22,220150,like
865,dauntlesspotterjay,2013,21,215908,like
866,mortalmovie,2013,19,192118,like
867,justgirlythingsxx,2013,19,192029,like
868,booknook_,2013,18,185248,like
869,booknook_,2013,18,185223,like
870,booknook_,2013,18,185215,like
871,booknook_,2013,18,185143,like
872,booknook_,2013,18,185136,like
873,booknook_,2013,18,185126,like
874,booknook_,2013,18,185055,like
875,booknook_,2013,18,185042,like
876,booknook_,2013,18,185026,like
877,booknook_,2013,18,185015,like
878,booknook_,2013,18,184926,like
879,booknook_,2013,18,184921,like
880,booknook_,2013,18,184910,like
881,booknook_,2013,18,184856,like
882,booknook_,2013,18,184826,like
883,booknook_,2013,18,184816,like
884,booknook_,2013,18,184810,like
885,booknook_,2013,18,184801,like
886,booknook_,2013,18,184745,like
887,booknook_,2013,18,184735,like
888,booknook_,2013,18,184721,like
889,booknook_,2013,18,184657,like
890,booknook_,2013,18,184637,like
891,booknook_,2013,18,184613,like
892,booknook_,2013,18,184514,like
893,booknook_,2013,18,184458,like
894,booknook_,2013,18,184431,like
895,booknook_,2013,18,184414,like
896,booknook_,2013,18,184353,like
897,booknook_,2013,18,184322,like
898,shadow_huntergirl23,2013,18,184255,like
899,carswithoutlimits,2013,18,184110,like
900,sundayswithsharon,2013,18,184101,like
901,booknerdsunite,2013,18,183956,like
902,connorfranta,2013,18,183932,like
903,theresacarstairs,2013,18,181058,like
904,the5sosfacts,2013,18,181055,like
905,theresacarstairs,2013,18,181044,like
906,kelly_meyer0807,2013,18,181006,like
907,ikisspayne,2013,18,180949,like
908,theresacarstairs,2013,18,180927,like
909,rue21,2013,18,180922,like
910,ladyoferudite,2013,18,180826,like
911,ladyoferudite,2013,18,180741,like
912,ladyoferudite,2013,18,180737,like
913,forever21,2013,18,180720,like
914,burberry,2013,16,161000,like
915,annasaccone,2013,16,160935,like
916,theshadowhunt,2013,16,160916,like
917,xtinemay,2013,16,160905,like
918,xtinemay,2013,16,160845,like
919,ladyoferudite,2013,16,160840,like
920,calumhood,2013,16,160832,like
921,fangirl_till_i_drop,2013,16,160828,like
922,fangirl_till_i_drop,2013,16,160822,like
923,connorfranta,2013,16,160817,like
924,fangirl_till_i_drop,2013,16,160814,like
925,fangirl_till_i_drop,2013,16,160812,like
926,fangirl_till_i_drop,2013,16,160809,like
927,fangirl_till_i_drop,2013,16,160803,like
928,ladyoferudite,2013,16,160755,like
929,ladyoferudite,2013,16,160753,like
930,fangirl_till_i_drop,2013,16,160746,like
931,ikisspayne,2013,16,160742,like
932,heyitsannabanana,2013,16,160739,like
933,fangirl_till_i_drop,2013,16,160724,like
934,fashionseternal,2013,16,160712,like
935,cassieclare1,2013,16,160653,like
936,theresacarstairs,2013,16,160639,like
937,theresacarstairs,2013,16,160638,like
938,theresacarstairs,2013,16,160636,like
939,theresacarstairs,2013,16,160635,like
940,theresacarstairs,2013,16,160632,like
941,cassieclare1,2013,16,160630,like
942,theresacarstairs,2013,16,160628,like
943,theresacarstairs,2013,16,160626,like
944,theresacarstairs,2013,16,160625,like
945,theresacarstairs,2013,16,160624,like
946,theresacarstairs,2013,16,160622,like
947,theresacarstairs,2013,16,160620,like
948,theresacarstairs,2013,16,160618,like
949,theresacarstairs,2013,16,160616,like
950,theresacarstairs,2013,16,160614,like
951,niallhoran,2013,16,160610,like
952,theresacarstairs,2013,16,160517,like
953,theresacarstairs,2013,16,160451,like
954,theresacarstairs,2013,16,160442,like
955,theresacarstairs,2013,16,160438,like
956,someinfinites,2013,16,160429,like
957,booknerdsunite,2013,16,160412,like
958,theresacarstairs,2013,16,160159,like
959,ladyoferudite,2013,16,160058,like
960,dauntlesspotterjay,2013,16,160038,like
961,dauntlesspotterjay,2013,16,160034,like
962,dauntlesspotterjay,2013,16,160024,like
963,sophieelgort,2013,16,160012,like
964,kevinzegers1984,2013,15,155947,like
965,kelly_meyer0807,2013,15,155913,like
966,theshadowhunt,2013,3,34214,like
967,lukehemmings,2013,3,34057,like
968,lukehemmings,2013,3,34050,like
969,lukehemmings,2013,3,34043,like
970,lukehemmings,2013,3,34037,like
971,aleisharuthless,2013,3,34017,like
972,lukehemmings,2013,3,33954,like
973,lukehemmings,2013,3,33946,like
974,lukehemmings,2013,3,33941,like
975,niallhoran,2013,3,33845,like
976,niallhoran,2013,3,33753,like
977,calumhood,2013,3,33733,like
978,lukehemmings,2013,3,33719,like
979,kianlawley,2013,3,31723,like
980,cxmp_halfblood,2013,3,30107,like
981,mortalmovie,2013,2,25723,like
982,mortalmovie,2013,2,25649,like
983,heyitsannabanana,2013,2,25212,like
984,godfreygao,2013,2,24948,like
985,mortalmovie,2013,2,24934,like
986,forever21,2013,2,20440,like
987,the5sosfacts,2013,2,20425,like
988,harrystiels,2013,2,20407,like
989,justgirlythingsxx,2013,1,15924,like
990,justgirlythingsxx,2013,1,15920,like
991,samonstage_lyrics,2013,1,15859,like
992,mortalmovie,2013,1,15839,like
993,theshadowhunt,2013,1,11706,like
994,theshadowhunt,2013,1,11651,like
995,ikisspayne,2013,1,11610,like
996,ladyoferudite,2013,1,11559,like
997,imaginedragons,2013,1,11512,like
998,heyitsannabanana,2013,23,235249,like
999,rickydillon,2013,23,235240,like
1000,dauntlesspotterjay,2013,21,210252,like
1001,sophieelgort,2013,21,210229,like
1002,connorfranta,2013,21,210133,like
1003,the5sosfacts,2013,17,173702,like
1004,theresacarstairs,2013,17,173557,like
1005,theresacarstairs,2013,17,173554,like
1006,theresacarstairs,2013,17,173539,like
1007,dauntlesspotterjay,2013,17,173525,like
1008,dauntlesspotterjay,2013,17,173315,like
1009,theresacarstairs,2013,17,173244,like
1010,dauntlesspotterjay,2013,17,173235,like
1011,theresacarstairs,2013,17,172924,like
1012,samonstage_lyrics,2013,17,172912,like
1013,theresacarstairs,2013,17,172856,like
1014,theresacarstairs,2013,17,172854,like
1015,tumblrlegend,2013,17,172849,like
1016,ladyoferudite,2013,17,172844,like
1017,theresacarstairs,2013,17,172826,like
1018,theresacarstairs,2013,17,172821,like
1019,kelly_meyer0807,2013,17,172816,like
1020,theresacarstairs,2013,17,172759,like
1021,ladyoferudite,2013,17,172746,like
1022,justgirlythingsxx,2013,17,172720,like
1023,theresacarstairs,2013,17,172539,like
1024,theresacarstairs,2013,17,172529,like
1025,samonstage_lyrics,2013,17,172522,like
1026,theresacarstairs,2013,17,172505,like
1027,theresacarstairs,2013,17,172303,like
1028,rue21,2013,17,171831,like
1029,meganparken,2013,6,61119,like
1030,justgirlythingsxx,2013,6,60347,like
1031,connorfranta,2013,6,60343,like
1032,theshadowhunt,2013,4,45508,like
1033,ikisspayne,2013,3,35047,like
1034,ikisspayne,2013,3,34846,like
1035,forever21,2013,3,34827,like
1036,heyitsannabanana,2013,21,214832,like
1037,kianlawley,2013,21,214823,like
1038,thepansycake,2013,21,214615,like
1039,forever21,2013,21,214608,like
1040,theresacarstairs,2013,20,201323,like
1041,someinfinites,2013,20,201159,like
1042,rue21,2013,21,212118,like
1043,someinfinites,2013,21,211939,like
1044,justgirlythingsxx,2013,21,211920,like
1045,harrystiels,2013,21,211907,like
1046,samonstage_lyrics,2013,16,165348,like
1047,teddysphotos,2013,3,30232,like
1048,tumblrlegend,2013,22,220740,like
1049,fangirl_till_i_drop,2013,20,201606,like
1050,fangirl_till_i_drop,2013,20,201538,like
1051,fangirl_till_i_drop,2013,20,201511,like
1052,fangirl_till_i_drop,2013,20,201505,like
1053,thepansycake,2013,20,200209,like
1054,randomly__reading,2013,19,191939,like
1055,thebookeaters,2013,19,191929,like
1056,clace_wessa_sizzy,2013,19,191350,like
1057,thecityshadowhunter,2013,19,191150,like
1058,ladyoferudite,2013,18,185538,like
1059,acaciakersey,2013,18,185313,like
1060,fashionseternal,2013,18,185133,like
1061,ladyoferudite,2013,18,180857,like
1062,johngreenwritesbooks,2013,17,174743,like
1063,someinfinites,2013,17,174720,like
1064,littlemissnorthwest,2013,17,174642,like
1065,theresacarstairs,2013,17,174639,like
1066,bethanynoelm,2013,17,174627,like
1067,_1dnews_,2013,17,174020,like
1068,_1dnews_,2013,17,173930,like
1069,_1dnews_,2013,17,173921,like
1070,_1dnews_,2013,17,173908,like
1071,_1dnews_,2013,17,173845,like
1072,_1dnews_,2013,17,173828,like
1073,_1dnews_,2013,17,173816,like
1074,ladyoferudite,2013,15,155338,like
1075,booknook_,2013,15,155328,like
1076,theresacarstairs,2013,15,155324,like
1077,acaciakersey,2013,15,155217,like
1078,theresacarstairs,2013,15,155124,like
1079,theresacarstairs,2013,15,155122,like
1080,theresacarstairs,2013,15,155110,like
1081,booknook_,2013,15,155055,like
1082,justgirlythingsxx,2013,15,155007,like
1083,onedirection,2013,15,154936,like
1084,merebearforever,2013,15,154918,like
1085,kelly_meyer0807,2013,15,154844,like
1086,ladyoferudite,2013,15,154643,like
1087,theresacarstairs,2013,15,154528,like
1088,booknook_,2013,4,43202,like
1089,justgirlythingsxx,2013,4,43143,like
1090,merebearforever,2013,4,43056,like
1091,someinfinites,2013,4,43026,like
1092,fangirl_till_i_drop,2013,4,42840,like
1093,booknerdsunite,2013,4,42739,like
1094,ladyoferudite,2013,18,181612,like
1095,booknerdsunite,2013,18,180654,like
1096,booknerdsunite,2013,18,180638,like
1097,athousandworlds,2013,18,180453,like
1098,booknerdsunite,2013,18,180300,like
1099,booknerdsunite,2013,18,180226,like
1100,tributeforeveer,2013,18,180219,like
1101,booknook_,2013,18,180150,like
1102,mortalmovie,2013,18,180136,like
1103,theshadowhunt,2013,18,180116,like
1104,dauntlesspotterjay,2013,18,180035,like
1105,justgirlythingsxx,2013,18,180019,like
1106,niallhoran,2013,18,180003,like
1107,kelly_meyer0807,2013,17,175349,like
1108,fashionseternal,2013,17,175324,like
1109,nikkiphillippi,2013,17,175227,like
1110,rickydillon,2013,17,175226,like
1111,booknook_,2013,17,175152,like
1112,merebearforever,2013,1,10927,like
1113,fangirl_till_i_drop,2013,0,5636,like
1114,fangirl_till_i_drop,2013,0,5631,like
1115,fangirl_till_i_drop,2013,0,5617,like
1116,fangirl_till_i_drop,2013,0,5613,like
1117,ikisspayne,2013,23,233551,like
1118,ikisspayne,2013,23,233536,like
1119,ikisspayne,2013,23,233524,like
1120,ikisspayne,2013,23,233509,like
1121,ikisspayne,2013,23,233501,like
1122,ikisspayne,2013,23,233438,like
1123,ikisspayne,2013,23,233429,like
1124,ikisspayne,2013,23,233420,like
1125,ikisspayne,2013,23,233410,like
1126,ikisspayne,2013,23,233359,like
1127,jadethirlwall,2013,23,233218,like
1128,jadethirlwall,2013,23,233157,like
1129,jadethirlwall,2013,23,233153,like
1130,jadethirlwall,2013,23,233144,like
1131,fangirl_till_i_drop,2013,23,233044,like
1132,acaciakersey,2013,23,232949,like
1133,jadethirlwall,2013,23,230211,like
1134,jadethirlwall,2013,23,230121,like
1135,samonstage_lyrics,2013,22,225341,like
1136,justgirlythingsxx,2013,22,224427,like
1137,missellefowler,2013,21,211724,like
1138,the5sosfacts,2013,21,211718,like
1139,the5sosfacts,2013,21,211715,like
1140,the5sosfacts,2013,21,211712,like
1141,booknook_,2013,21,211702,like
1142,lottietomlinson,2013,21,210007,like
1143,lottietomlinson,2013,20,205952,like
1144,lottietomlinson,2013,20,205903,like
1145,eleanorcalder,2013,20,205313,like
1146,jackharries,2013,20,203935,like
1147,jackharries,2013,20,203908,like
1148,fangirl_till_i_drop,2013,20,203648,like
1149,ladyoferudite,2013,20,203631,like
1150,rue21,2013,20,203616,like
1151,fangirl_till_i_drop,2013,20,203558,like
1152,booknook_,2013,20,203543,like
1153,theresacarstairs,2013,20,203428,like
1154,onedirection,2013,20,203308,like
1155,niallhoran,2013,20,203231,like
1156,niallhoran,2013,20,203222,like
1157,niallhoran,2013,20,203210,like
1158,niallhoran,2013,20,203201,like
1159,niallhoran,2013,20,203152,like
1160,niallhoran,2013,20,203150,like
1161,niallhoran,2013,20,203132,like
1162,niallhoran,2013,20,203116,like
1163,niallhoran,2013,20,203108,like
1164,niallhoran,2013,20,203103,like
1165,niallhoran,2013,20,203100,like
1166,niallhoran,2013,20,203056,like
1167,fangirl_till_i_drop,2013,20,200843,like
1168,ladyoferudite,2013,20,200735,like
1169,dauntlesspotterjay,2013,20,200714,like
1170,dauntlesspotterjay,2013,19,195156,like
1171,d_pressng,2013,19,193055,like
1172,harrystiels,2013,19,191336,like
1173,harrystyles,2013,17,175933,like
1174,mortalmovie,2013,17,175434,like
1175,justgirlythingsxx,2013,17,175431,like
1176,justgirlythingsxx,2013,17,175417,like
1177,kevinzegers1984,2013,17,175326,like
1178,kevinzegers1984,2013,17,175308,like
1179,theshadowhunt,2013,17,174728,like
1180,merebearforever,2013,17,174723,like
1181,someinfinites,2013,16,165640,like
1182,merebearforever,2013,16,165432,like
1183,booknook_,2013,16,165419,like
1184,mortalmovie,2013,15,155958,like
1185,kevinzegers1984,2013,15,155851,like
